"GRPSORT","SNAME","COMMON_NAME","AUTHOR","SYNONYMY","ALTSYN","GRANK","SRANK","FEDSTAT","SPROT","TRK"
"VAS","Hypericum adpressum","Bog St. John's-wort","<i>Hypericum adpressum</i> Raf. ex W. Bart.","","","G3","S1","","","Rare List"
"VAS","Hypericum boreale","Northern St. John's-wort","<i>Hypericum boreale</i> (Britt.) Bickn.","","","G5","S2","","","Rare List"
"VAS","Hypericum denticulatum","Coppery St. John's-wort","<i>Hypericum denticulatum</i> Walt.","","Does not include <i>H. virgatum </i>(=<i>H. denticulatum</i> var. <i>acutifolium</i> Ell.)","G5","S1","","","Rare List"
"VAS","Hypericum ellipticum","Pale St. John's-wort","<i>Hypericum ellipticum</i> Hook.","","","G5","S1","","","Rare List"
"VAS","Hypericum galioides","Bedstraw St. John's-wort","<i>Hypericum galioides</i> Lam.","","","G5","S1","","","Rare List"
"VAS","Hypericum interior","Interior bushy St. John's-wort","<i>Hypericum interior</i> Small","","","G5TNR","S1","","","Rare List"
"VAS","Hypericum lloydii","Sandhill St. John's-wort","<i>Hypericum lloydii</i> (Svens.) P. Adams","","","G4?","SH","","","Rare List"
"VAS","Hypericum setosum","Hairy St. John's-wort","<i>Hypericum setosum</i> L.","","","G4G5","S1S2","","","Rare List"
"NL","Hypogymnia krogiae","Freckled tube lichen","<i>Hypogymnia krogiae</i> Ohlsson","","","G5","S1","","","Rare List"
"NL","Hypotrachyna lividescens","A loop lichen","<i>Hypotrachyna lividescens</i> (Kurok.) Hale","","","GNR","S1","","","Rare List"
"NL","Hypotrachyna oostingii","Oosting's loop lichen","<i>Hypotrachyna oostingii</i> (Dey) Hale","","","G2?","SH","","","Rare List"
"NL","Hypotrachyna prolongata","A loop lichen","<i>Hypotrachyna prolongata</i> (Kurok.) Hale","","","G3G4","SH","","","Rare List"
"NL","Hypotrachyna virginica","A loop lichen","<i>Hypotrachyna virginica</i> (Hale) Hale","<i>Parmelia virginica</i>","","G1G2","SH","","","Rare List"
"VAS","Hypoxis sessilis","Glossy-seed yellow stargrass","<i>Hypoxis sessilis</i> L.","<i>Hypoxis longii</i>","Includes <i>H. longii</i> Fern.","G3","SH","","","Rare List"
"VAS","Hypoxis wrightii","Pineland Yellow Stargrass","<i>Hypoxis wrightii</i> (Baker) Brackett","","","G4","SH","","","Rare List"
"VAS","Ilex collina","Long-stalked Holly","<i>Ilex collina</i> Alexander","","","G3","S1","","LE","Rare List"
"VAS","Ilex coriacea","Big gallberry","<i>Ilex coriacea</i> (Pursh) Chapman","","","G5","S1","","","Rare List"
"VAS","Iliamna corei","Peters Mountain mallow","<i>Iliamna corei</i> Sherff","","","G1","S1","LE","LE","Rare List"
"VAS","Iliamna remota","Kankakee mallow","<i>Iliamna remota</i> Greene","","","G1Q","S1","","","Rare List"
"NB","Imbribryum gemmiparum","Bud-tipped bryum","<i>Imbribryum gemmiparum</i> (De Not.) J.R. Spence","","","G3G5","S1","","","Rare List"
"VAS","Isoetes appalachiana","Appalachian quillwort","<i>Isoetes appalachiana</i> D.F. Brunton & D.M. Britton","","","G4","S1","","","Rare List"
"VAS","Isoetes hyemalis","Winter Quillwort","<i>Isoetes hyemalis</i> D.F. Brunton","","","G2G3","S2","","","Rare List"
"VAS","Isoetes lacustris","Lake Quillwort","<i>Isoetes lacustris</i> L.","","","G5","SH","","","Rare List"
"VAS","Isoetes mattaponica","Mattaponi quillwort","<i>Isoetes mattaponica</i> Musselman & W.C Taylor","","","G2","S2","","","Rare List"
"VAS","Isoetes melanopoda ssp. silvatica","Black-footed quillwort","<i>Isoetes melanopoda </i>Gay & Durieu ex Durieu ssp. <i>silvatica</i> D.F. Brunton & D.M. Britton","","","G5TNR","S1","","","Rare List"
"VAS","Isoetes piedmontana","Piedmont Quillwort","<i>Isoetes piedmontana</i> (N.E. Pfeiffer) C.F. Reed","","","G4","S1","","","Rare List"
"VAS","Isoetes virginica","Virginia Quillwort","<i>Isoetes virginica</i> N.E. Pfeiffer","","","G1","S1","","LE","Rare List"
"VAS","Isotria medeoloides","Small Whorled Pogonia","<i>Isotria medeoloides</i> (Pursh) Raf.","","","G2G3","S2","LT","LE","Rare List"
"VAS","Iva imbricata","Dune marsh-elder","<i>Iva imbricata</i> Walt.","","","G5","S1","","","Rare List"
"VAS","Juncus articulatus","Jointed Rush","<i>Juncus articulatus</i> L.","","","G5","S1","","","Rare List"
"VAS","Juncus balticus var. littoralis","Baltic Rush","<i>Juncus balticus</i> Willd. var. <i>littoralis</i> Engelm.","","","G5T5","S1","","","Rare List"
"VAS","Juncus brachycephalus","Small-headed rush","<i>Juncus brachycephalus</i> (Engelm.) Buch.","","","G5","S2","","","Rare List"
"VAS","Juncus caesariensis","New Jersey Rush","<i>Juncus caesariensis</i> Coville","","","G2G3","S2","","LT","Rare List"
"VAS","Juncus elliottii","Bog Rush","<i>Juncus elliottii</i> Chapman","","","G4G5","S1","","","Rare List"
"VAS","Juncus megacephalus","Big-headed rush","<i>Juncus megacephalus</i> M.A. Curtis","","","G4G5","S2","","","Rare List"
"VAS","Juncus nodosus","Knotted Rush","<i>Juncus nodosus</i> L.","","","G5","S1","","","Rare List"
"VAS","Juncus pelocarpus","Brown-fruited Rush","<i>Juncus pelocarpus</i> E. Mey.","","","G5","S2","","","Rare List"
"VAS","Juncus torreyi","Torrey's Rush","<i>Juncus torreyi</i> Coville","","","G5","S1","","","Rare List"
"VAS","Juncus tweedyi","Narrow-panicled Rush","<i>Juncus tweedyi</i> Rydb.","","","G5","S2","","","Rare List"
"VAS","Juniperus communis var. depressa","Ground Juniper","<i>Juniperus communis</i> L. var. <i>depressa</i> Pursh","","At least one Virginia population thought to be var. <i>depressa</i> has been redetermined as the introduced var. <i>communis</i>. Other populations should be re-examined.","G5T5","S1","","","Rare List"
"VAS","Kalmia angustifolia","Sheep laurel","<i>Kalmia angustifolia</i> L.","","","G5","S2","","","Rare List"
"VAS","Kalmia carolina","Carolina laurel","<i>Kalmia carolina</i> Small","<i>Kalmia angustifolia</i> var. <i>carolina</i>","","G4","S2","","","Rare List"
"VAS","Lachnanthes caroliniana","Redroot","<i>Lachnanthes caroliniana</i> (Lam.) Dandy","","","G5","S1","","","Rare List"
"VAS","Lachnocaulon anceps","Common bog-buttons","<i>Lachnocaulon anceps</i> (Walt.) Morong","","","G5","S1","","","Rare List"
"NL","Lasallia caroliniana","Carolina Rocktripe Lichen","<i>Lasallia caroliniana</i> (Tuck.) Davydov, Peroh & Rambold","","","G3G4","S1","","","Rare List"
"VAS","Lathyrus palustris","Marsh pea","<i>Lathyrus palustris</i> L.","","","G5","S1","","","Rare List"
"NL","Lecanora masana","A rim lichen","<i>Lecanora masana</i> Lendemer &amp; R.C. Harris","","","G3G4","S1","","","Rare List"
"VAS","Lechea intermedia var. intermedia","Round-fruit pinweed","<i>Lechea intermedia</i> Leggett ex Britt. var. <i>intermedia</i>","","","G5T5","SH","","","Rare List"
"VAS","Leersia hexandra","Southern cutgrass","<i>Leersia hexandra</i> Sw.","","","G5","SH","","","Rare List"
"NB","Lejeunea blomquistii","Blomquist's leafy liverwort","<i>Lejeunea blomquistii</i> Schuster","","","G3","S1","","","Rare List"
"NB","Lejeunea ruthii","A liverwort","<i>Lejeunea ruthii</i> (Evans) Schust.","","","G3G4T3T4","S1","","","Rare List"
"VAS","Lemna trisulca","Star Duckweed","<i>Lemna trisulca</i> L.","","","G5","S1","","","Rare List"
"NB","Leptodontium viticulosoides var. sulphureum","Grandfather Mountain Leptodontium","<i>Leptodontium viticulosoides</i> P.Beauv.) Wijk & Margad. var. <i>sulphureum</i> (Lorentz) R. H. Zander","","","GNRT2","SH","","","Rare List"
"VAS","Leptoloma cognatum","Mountain Hairgrass","<i>Leptoloma cognatum</i> (Schultes) Chase","<i>Digitaria cognata</i>","","G5","S1","","","Rare List"
"NB","Leptoscyphus cuneifolius","Wedge flapwort","<i>Leptoscyphus cuneifolius</i> (Hook.) Mitt.","","","G4G5T4T5","SH","","","Rare List"
"VAS","Leucothoe fontanesiana","Highland Dog-hobble","<i>Leucothoe fontanesiana</i> (Steud.) Sleumer","<i>Leucothoe axillaris</i> (Lam.) var. <i>editorum </i>(Fern. &amp; Shub.) Ahles","","G5","S1S2","","","Rare List"
"VAS","Lilaeopsis carolinensis","Carolina Lilaeopsis","<i>Lilaeopsis carolinensis</i> Coult. & Rose","","","G3G5","S1","","","Rare List"
"VAS","Lilium catesbaei","Pine lily","<i>Lilium catesbaei</i> Walt.","","","G4","S1","","","Rare List"
"VAS","Lilium grayi","Gray's Lily","<i>Lilium grayi</i> S. Wats.","","Includes low-elevation (&lt; 1200 m.) occurrences, which are likely intergrades between <i>L. grayi </i>and <i>L. canadense</i>","G1G2","S1","","","Rare List"
"VAS","Lilium pyrophilum","sandhills bog lily","<i>Lilium pyrophilum</i> M.W.Skinner & Sorrie","","Virginia occurrences alleged to be closer genetically to <i>Lilium superbum</i> than typical <i>L. pyrophilum</i> of the Carolinas","G2G3","S1","","","Rare List"
"VAS","Limosella australis","Mudwort","<i>Limosella australis</i> R. Br.","<i>Limosella subulata</i>","","G5","SH","","","Rare List"
"VAS","Liparis loeselii","Bog twayblade","<i>Liparis loeselii</i> (L.) L.C. Rich.","","","G5","S2","","","Rare List"
"VAS","Lithospermum caroliniense","Golden Puccoon","<i>Lithospermum caroliniense</i> (Walt. ex J.F. Gmel.) MacM.","","","G4G5","S1","","","Rare List"
"VAS","Lithospermum virginianum","Virginia false gromwell","<i>Lithospermum virginianum</i> L.","<i>Onosmodium virginianum</i>","","G4","S2","","","Rare List"
"VAS","Litsea aestivalis","Pondspice","<i>Litsea aestivalis</i> (L.) Fern.","","","G3","S1","","","Rare List"
"VAS","Lobelia elongata","Long-leaf lobelia","<i>Lobelia elongata</i> Small","","","G4G5","S1","","","Rare List"
"NB","Lophocolea appalachiana","Appalachian crestwort","<i>Lophocolea appalachiana</i> Schuster","","","G2","S1","","","Rare List"
"VAS","Ludwigia alata","Winged Seedbox","<i>Ludwigia alata</i> Ell.","","","G3G5","S1","","","Rare List"
"VAS","Ludwigia brevipes","Long Beach Seedbox","<i>Ludwigia brevipes</i> (B.H. Long ex Britt., A. Braun & Small) Eames","","","G2","S2","","","Rare List"
"VAS","Ludwigia hirtella","Rafinesque's seedbox","<i>Ludwigia hirtella</i> Raf.","","","G5","S2","","","Rare List"
"VAS","Ludwigia pilosa","Hairy Seedbox","<i>Ludwigia pilosa</i> Walt.","","","G5","S1","","","Rare List"
"VAS","Ludwigia ravenii","Raven's Seedbox","<i>Ludwigia ravenii</i> Peng","","","G1G2","S1","","LE","Rare List"
"VAS","Ludwigia virgata","Savanna Seedbox","<i>Ludwigia virgata</i> Michx.","","","G5","SH","","","Rare List"
"VAS","Lycopodiella inundata","Northern Bog Clubmoss","<i>Lycopodiella inundata</i> (L.) Holub","<i>Lycopodium inundatum</i>","","G5","S1","","","Rare List"
"VAS","Lythrum alatum","Northern Winged loosestrife","<i>Lythrum alatum</i> Pursh","","","G5","S2","","","Rare List"
"VAS","Lythrum lanceolatum","Southern Winged loosestrife","<i>Lythrum lanceolatum</i> Ell.","<i>Lythrum alatum</i> var. <i>lanceolatum</i>","","G5T5","S1","","","Rare List"
"VAS","Magnolia macrophylla","Bigleaf Magnolia","<i>Magnolia macrophylla</i> Michx.","","","G4","S1","","","Rare List"
"VAS","Maianthemum stellatum","Starry Solomon's-plume","<i>Maianthemum stellatum</i> (L.) Link","","","G5","S1S2","","","Rare List"
"VAS","Malaxis bayardii","Appalachian Adder's-mouth","<i>Malaxis bayardii</i> Fern.","","","G1G2","SH","","","Rare List"
"VAS","Malvastrum hispidum","Hispid false mallow","<i>Malvastrum hispidum</i> (Pursh) Hochr.","<i>Malvastrum angustum</i>","","G3G5","S1","","","Rare List"
"VAS","Marshallia legrandii","Tall Barbara's-buttons","<i>Marshallia legrandii</i> Weakley","","","G1","S1","","","Rare List"
"VAS","Marshallia obovata var. obovata","Piedmont Barbara's-buttons","<i>Marshallia obovata</i> (Walt.) Beadle & F.E. Boynt. var. <i>obovata</i>","","","G4G5T3T5","S1","","","Rare List"
"NB","Marsupella paroica","A liverwort","<i>Marsupella paroica</i> Schust.","","","G3","SH","","","Rare List"
"VAS","Matelea decipiens","Old-field Milkvine","<i>Matelea decipiens</i> (Alexander) Woods.","","","G5","S1","","","Rare List"
"VAS","Matteuccia struthiopteris var. pensylvanica","Ostrich Fern","<i>Matteuccia struthiopteris</i> (L.) Todaro var. <i>pensylvanica</i> (Willd.) Morton","","","G5T5","S1","","","Rare List"
"NL","Melanelia culbersonii","Appalachian camouflage lichen","<i>Melanelia culbersonii</i> (Hale) Thell","","","G2G4","S2","","","Rare List"
"VAS","Melica nitens","Three-flower Melic","<i>Melica nitens</i> (Scribn.) Nutt. ex Piper","","","G5","S1","","","Rare List"
"VAS","Menyanthes trifoliata","Buckbean","<i>Menyanthes trifoliata</i> L.","","","G5","S1","","","Rare List"
"NB","Metzgeria consanguinea","Whiskered veilwort","<i>Metzgeria consanguinea</i> Schiffn.","<i>Metzgeria temperata</i>","","G4","S1","","","Rare List"
"VAS","Micranthemum micranthemoides","Nuttall's Micranthemum","<i>Micranthemum micranthemoides</i> (Nutt.) Wettst.","","","GH","SH","","","Rare List"
"VAS","Micranthemum umbrosum","Shade Mudflower","<i>Micranthemum umbrosum</i> (J.F. Gmel.) Blake","","","G5","S2","","","Rare List"
"VAS","Micranthes careyana","Carey's saxifrage","<i>Micranthes careyana</i> (A. Gray) Small","<i>Saxifraga careyana</i>","","G3","S1","","","Rare List"
"NB","Microlejeunea bullata","A pouncewort","<i>Microlejeunea bullata</i> (Taylor) Steph.","","","G5","SH","","","Rare List"
"VAS","Mimosa microphylla","Little-leaf sensitive-brier","<i>Mimosa microphylla</i> Dry.","<i>Schrankia microphylla</i>","","G5T5","S1","","","Rare List"
"VAS","Minuartia caroliniana","Carolina sandwort","<i>Minuartia caroliniana</i> (Walt.) Mattf.","","","G4","SH","","","Rare List"
"VAS","Minuartia godfreyi","Godfrey's Sandwort","<i>Minuartia godfreyi</i> (Shinners) McNeill","","","G1","SH","","","Rare List"
"VAS","Minuartia groenlandica","Mountain Sandwort","<i>Minuartia groenlandica</i> (Retz.) Ostenf.","","","G5","S1","","","Rare List"
"VAS","Mitreola petiolata","Lax Hornpod","<i>Mitreola petiolata</i> (J.F. Gmel.) Torr. & Gray","<i>Cynoctonum mitreola</i>","","G5","S1","","","Rare List"
"VAS","Mitreola sessilifolia","Swamp hornpod","<i>Mitreola sessilifolia</i> (J.F. Gmel.) G. Don","<i>Cynoctonum sessilifolium</i>","","G4G5","S1","","","Rare List"
"VAS","Mnesithea rugosa","Wrinkled Jointgrass","<i>Mnesithea rugosa</i> (Nuttall) de Koning &amp; Sosef","<i>Manisuris rugosa</i>","","G5","S1","","","Rare List"
"VAS","Moehringia lateriflora","Grove Sandwort","<i>Moehringia lateriflora</i> (L.) Fenzl","<i>Arenaria lateriflora</i>","","G5","S1","","","Rare List"
"VAS","Monarda brevis","Smoke Hole Bergamot","<i>Monarda brevis</i> (Fosberg & Artz) Floden","<i>Monarda fistulosa</i> var. <i>brevis</i>","","G1G2","SH","","","Rare List"
"VAS","Morella pumila","Dwarf wax myrtle","<i>Morella pumila</i> (Michaux) Small","","","GNR","S1","","","Rare List"
"VAS","Muhlenbergia bushii","Bush's Muhly","<i>Muhlenbergia bushii</i> Pohl","","Includes <i>M. brachyphylla</i> Bush","G5","S1","","","Rare List"
"VAS","Muhlenbergia cuspidata","Plains Muhly","<i>Muhlenbergia cuspidata</i> (Torr. ex Hook.) Rydb.","","","G5","S2","","","Rare List"
"VAS","Muhlenbergia expansa","Cut-over Muhly","<i>Muhlenbergia expansa</i> (Poir.) Trin.","<i>Muhlenbergia capillaris</i> var. <i>trichopodes</i>","","G5T5","SH","","","Rare List"
"VAS","Muhlenbergia glabriflora","Inland muhly","<i>Muhlenbergia glabriflora</i> Scribn.","","","G4?","SH","","","Rare List"
"VAS","Muhlenbergia glomerata","Marsh Muhly","<i>Muhlenbergia glomerata</i> (Willd.) Trin.","","","G5","S2","","","Rare List"
"VAS","Myrica gale","Sweet gale","<i>Myrica gale</i> L.","","","G5","S1","","","Rare List"
"VAS","Myriophyllum humile","Low Water-milfoil","<i>Myriophyllum humile</i> (Raf.) Morong","","","G4","S1","","","Rare List"
"VAS","Myriophyllum laxum","Loose water-milfoil","<i>Myriophyllum laxum</i> Shuttlw. ex Chapman","","","G3","SH","","","Rare List"
"VAS","Myriopteris alabamensis","Alabama lip fern","<i>Myriopteris alabamensis</i> (Buckley) Grusz &amp; Windham","<i>Cheilanthes alabamensis</i>","","G5","S1","","","Rare List"
"VAS","Myriopteris gracilis","Slender Lip fern","<i>Myriopteris gracilis</i> Fée","<i>Cheilanthes feei</i>","","G5","S1","","","Rare List"
"VAS","Myriopteris rufa","Chestnut lip fern","<i>Myriopteris rufa</i> Fée","<i>Cheilanthes castanea</i>","","G5?","S2","","","Rare List"
"VAS","Nabalus autumnalis","Slender Rattlesnake-root","<i>Nabalus autumnalis</i> (Walt.) Weakley","<i>Prenanthes autumnalis</i>","","G3","S1","","","Rare List"
"VAS","Nabalus crepidineus","Midwestern Rattlesnake-root","<i>Nabalus crepidineus</i> (Michx.) DC.","<i>Prenanthes crepidinea</i>","","G4","S1","","","Rare List"
"VAS","Napaea dioica","Glade Mallow","<i>Napaea dioica</i> L.","","","G4","SH","","","Rare List"
"NB","Nardia lescurii","A liverwort","<i>Nardia lescurii</i> (Aust.) Underw.","","","G3?","SH","","","Rare List"
"NB","Neckera complanata","A Moss","<i>Neckera complanata</i> (Hedw.) Hub.","","","G5","S1","","","Rare List"
"NB","Neoorthocaulis attenuatus","A liverwort","<i>Neoorthocaulis attenuatus</i> (Mart.) L.Söderstr., De Roo & Hedd.","<i>Barbilophozia attenuata</i>","","G5","SH","","","Rare List"
"VAS","Nestronia umbellula","Nestronia","<i>Nestronia umbellula</i> Raf.","","","G4","S1","","","Rare List"
"VAS","Nuphar sagittifolia","Narrow-leaved Spatterdock","<i>Nuphar sagittifolia</i> (Walt.) Pursh","","","G5T2","S1","","LT","Rare List"
"VAS","Nymphoides aquatica","Big floating heart","<i>Nymphoides aquatica</i> (J.F. Gmel.) Kuntze","","","G5","S1","","","Rare List"
"VAS","Oenothera riparia","Riverbank evening-primrose","<i>Oenothera riparia</i> Nuttall","<i>Oenothera tetragona</i> Roth ssp. <i>glauca</i> (Michaux) Munz var. <i>riparia</i> (Nuttall) Munz","included in <i>O. fruticosa </i>L. by Radford et al. (1968)","G3","S1","","","Rare List"
"VAS","Oldenlandia boscii","Bosc's Bluets","<i>Oldenlandia boscii</i> (DC.) Chapman","<i>Hedyotis boscii</i>","","G5","S1","","","Rare List"
"NB","Oncophorus rauei","A Moss","<i>Oncophorus rauei</i> (Austin) Grout","","","G3","SH","","","Rare List"
"VAS","Ophioglossum petiolatum","Long-stem adder's-tongue","<i>Ophioglossum petiolatum</i> Hook.","","","G5","S1","","","Rare List"
"VAS","Ophioglossum pusillum","Northern adder's-tongue","<i>Ophioglossum pusillum</i> Raf.","<i>Ophioglossum vulgatum</i> var. <i>pseudopodum</i>","","G4","SH","","","Rare List"
"VAS","Orbexilum onobrychis","Lance-leaf scurfpea","<i>Orbexilum onobrychis</i> (Nutt.) Rydb.","<i>Psoralea onobrychis</i>","","G5","SH","","","Rare List"
"VAS","Oreojuncus trifidus","Highland Rush","<i>Oreojuncus trifidus</i> (L.) Záveská Drábková & Kirschner","<i>Juncus trifidus</i>","","G5","S1","","","Rare List"
"VAS","Orthilia secunda","One-sided shinleaf","<i>Orthilia secunda</i> (L.) House","<i>Pyrola secunda</i>","","G5","SH","","","Rare List"
"NB","Orthotrichum elegans","A moss","<i>Orthotrichum elegans</i> Schwagrichen ex Hooker &amp; Greville","","","G5","S1","","","Rare List"
"NB","Orthotrichum keeverae","Keever's Bristle-moss","<i>Orthotrichum keeverae</i> Crum & Anderson","","","G2","S1","","","Rare List"
"VAS","Oryzopsis asperifolia","Rough-leaved ricegrass","<i>Oryzopsis asperifolia</i> Michx.","","","G5","S1","","","Rare List"
"VAS","Osmundastrum cinnamomeum var. glandulosum","Glandular Cinnamon Fern","<i>Osmundastrum cinnamomeum </i>(L.) C. Presl var. <i>glandulosum</i> (Waters) McAvoy","","","G5TNR","S1","","","Rare List"
"VAS","Oxypolis ternata","Savanna cowbane","<i>Oxypolis ternata</i> (Nutt.) Heller","","","G3","SH","","","Rare List"
"VAS","Packera crawfordii","Crawford's ragwort","<i>Packera crawfordii</i> (Britton) A.M. Mahoney &amp; R.R. Kowal","","","G2","S1","","","Rare List"
"VAS","Packera millefolium","Yarrow-leaved Ragwort","<i>Packera millefolium</i> (Torr. & Gray) W.A. Weber & A. Love","","","G3","S2","","","Rare List"
"NL","Parmelia neodiscordans","A lichen","<i>Parmelia neodiscordans</i> Hale","","","GNR","S1","","","Rare List"
"NL","Parmelia omphalodes","Smoky crottle","<i>Parmelia omphalodes</i> (L.) Ach.","","","G5","S2?","","","Rare List"
"NL","Parmotrema louisianae","A ruffle lichen","<i>Parmotrema louisianae</i> (Hale) Hale","","","G3G5","S1","","","Rare List"
"VAS","Parnassia grandifolia","Large-leaved grass-of-parnassus","<i>Parnassia grandifolia</i> DC.","","","G3G4","S2","","","Rare List"
"VAS","Paronychia virginica var. virginica","Yellow Nailwort","<i>Paronychia virginica</i> Spreng. var. <i>virginica</i>","","","G4T1Q","S1","","","Rare List"
"VAS","Paspalum bifidum","Pitchfork Paspalum","<i>Paspalum bifidum</i> (Bertol.) Nash","","","G5","SH","","","Rare List"
"VAS","Paspalum dissectum","Walter's paspalum","<i>Paspalum dissectum</i> (L.) L.","","","G4?","S2","","","Rare List"
"VAS","Paspalum distichum","Joint Paspalum","<i>Paspalum distichum</i> L.","","","G5","S1","","","Rare List"
"VAS","Paspalum praecox","Early Paspalum","<i>Paspalum praecox</i> Walt.","","","G4","S1","","","Rare List"
"VAS","Paxistima canbyi","Canby's Mountain-lover","<i>Paxistima canbyi</i> Gray","<i>Pachistima canbyi</i>","","G2?","S2","","LT","Rare List"
"VAS","Pediomelum canescens","Buckroot","<i>Pediomelum canescens</i> (Michx.) Rydb.","<i>Psoralea canescens</i>","","G4","S1","","","Rare List"
"NL","Peltigera hydrothyria","Waterfan","<i>Peltigera hydrothyria</i> Miadlikowska & Lutzoni","<i>Hydrothyria venosa</i>","","G4?","S1","","","Rare List"
"VAS","Penstemon australis","Southern beard-tongue","<i>Penstemon australis</i> Small","","","G5","S1?","","","Rare List"
"VAS","Penstemon calycosus","Calico beard-tongue","<i>Penstemon calycosus</i> Small","","","G5","SH","","","Rare List"
"VAS","Phacelia covillei","Coville's phacelia","<i>Phacelia covillei</i> S. Wats.","","","G3","S1","","","Rare List"
"VAS","Phacelia fimbriata","Fringed phacelia","<i>Phacelia fimbriata</i> Michx.","","","G4","S2","","","Rare List"
"VAS","Phalaris caroliniana","Carolina canary grass","<i>Phalaris caroliniana</i> Walt.","","","G5?","SH","","","Rare List"
"VAS","Phanopyrum gymnocarpon","Savanna panic grass","<i>Phanopyrum gymnocarpon</i> (Ell.) Nash","<i>Panicum gymnocarpon</i>","","G5","S1","","","Rare List"
"VAS","Phemeranthus piedmontanus","Piedmont fameflower","<i>Phemeranthus piedmontanus</i> Ware","","","G1","S1","","LE","Rare List"
"VAS","Phlox amplifolia","Large-leaf phlox","<i>Phlox amplifolia</i> Britt.","","","G3G5","S1","","","Rare List"
"VAS","Phlox buckleyi","Sword-leaf phlox","<i>Phlox buckleyi</i> Wherry","","","G2G3","S2","","LT","Rare List"
"VAS","Phlox pilosa","Downy Phlox","<i>Phlox pilosa</i> L.","","","G5","S1","","","Rare List"
"VAS","Phyla nodiflora var. nodiflora","Sawtooth frogfruit","<i>Phyla nodiflora</i> (L.) Greene var. <i>nodiflora</i>","<i>Lippia nodiflora</i>","","G5TNR","S1","","","Rare List"
"NL","Physconia subpallida","Pale-Bellied Frost Lichen","<i>Physconia subpallida</i> Essl.","","","G2","S1","","","Rare List"
"VAS","Pinus palustris","Longleaf pine","<i>Pinus palustris</i> P. Mill.","","","G5","S1","","","Rare List"
"VAS","Pityopsis microcephala","Narrowleaf Golden-aster","<i>Pityopsis microcephala</i> (Small) Small","<i>Pityopsis graminifolia</i> var. <i>tenuifolia</i>","","G5T5?","S1","","","Rare List"
"NB","Plagiochasma rupestre","A flapwort","<i>Plagiochasma rupestre</i> (Forst.) Steph.","","","G5T5","S1","","","Rare List"
"NB","Plagiochila appalachiana","A liverwort","<i>Plagiochila appalachiana</i> H.Inoue","","","G3G4","S1","","","Rare List"
"NB","Plagiochila austinii","A liverwort","<i>Plagiochila austinii</i> Evans","","","G3","S2","","","Rare List"
"NB","Plagiochila echinata","A liverwort","<i>Plagiochila echinata</i> Schust.","","","G3","S1","","","Rare List"
"NB","Plagiochila exigua","A liverwort","<i>Plagiochila exigua</i> (Taylor) Taylor","","","G4?","SH","","","Rare List"
"NB","Plagiochila raddiana","A liverwort","<i>Plagiochila raddiana</i> Lindenb.","","","G5","SH","","","Rare List"
"NB","Plagiochila sullivantii","Sullivant's leafy liverwort","<i>Plagiochila sullivantii</i> Gottsche ex. Evans","","","G3G4","SH","","","Rare List"
"NB","Plagiothecium latebricola","Lurking Leskea","<i>Plagiothecium latebricola</i> Schimp. in B.S.G.","","","G3G4","SH","","","Rare List"
"VAS","Plantago cordata","King-root","<i>Plantago cordata</i> Lam.","","","G3","SH","","","Rare List"
"VAS","Plantago maritima var. juncoides","Seaside Plantain","<i>Plantago maritima</i> L. var. <i>juncoides</i> (Lam.) Gray","","","G5T5","S1","","","Rare List"
"VAS","Platanthera blephariglottis","Small white fringed orchid","<i>Platanthera blephariglottis</i> (Willd.) Lindl.","","Conflicting opinions on whether Virginia material is var. <i>blephariglottis</i> or var. <i>conspicua</i>","G5","S2","","","Rare List"
"VAS","Platanthera grandiflora","Large purple fringed orchid","<i>Platanthera grandiflora</i> (Bigelow) Lindl.","","","G5","S2","","","Rare List"
"VAS","Platanthera hookeri","Hooker's Orchid","<i>Platanthera hookeri</i> (Torr. ex Gray) Lindl.","","","G4","SH","","","Rare List"
"VAS","Platanthera leucophaea","Prairie fringed orchid","<i>Platanthera leucophaea</i> (Nutt.) Lindl.","","","G2G3","SH","LT","LT","Rare List"
"VAS","Platanthera peramoena","Purple Fringeless Orchid","<i>Platanthera peramoena</i> (Gray) Gray","","","G5","S1","","","Rare List"
"VAS","Platanthera shriveri","Shriver's frilly orchid","<i>Platanthera shriveri</i> P.M. Brown","","","G1","S1","","","Rare List"
"NB","Platydictya minutissima","Small willow moss","<i>Platydictya minutissima</i> (Sull. & Lesq. in Sull.) Crum","","","G3","SH","","","Rare List"
"VAS","Poa languida","Drooping Bluegrass","<i>Poa languida</i> A.S. Hitchc.","","","G5T4Q","S1","","","Rare List"
"VAS","Poa paludigena","Bog Bluegrass","<i>Poa paludigena</i> Fern. & Wieg.","","","G3G4","S2","","","Rare List"
"VAS","Poa palustris","Fowl Bluegrass","<i>Poa palustris</i> L.","","","G5","S1S2","","","Rare List"
"VAS","Poa saltuensis","Weak bluegrass","<i>Poa saltuensis</i> Fern. & Wieg.","","","G5T5","S2","","","Rare List"
"VAS","Polanisia dodecandra var. dodecandra","Common Clammy-weed","<i>Polanisia dodecandra</i> (L.) DC. var. <i>dodecandra</i>","","","G5T5","S2","","","Rare List"
"VAS","Polygala ramosa","Low pine barren milkwort","<i>Polygala ramosa</i> Ell.","","","G5","SH","","","Rare List"
"VAS","Polygonella polygama","October-flower","<i>Polygonella polygama</i> (Vent.) Engelm. & Gray","","","G4","S1","","","Rare List"
