GRPSORT,SNAME,COMMON_NAME,Author,synname,ALTSYN,GRANK,SRANK,FEDSTAT,SPROT,TRK,,,,,,,,,,,,,,
IICOL,Eucaerus varicornis,A Ground Beetle,"Eucaerus varicornisÿLeConte, 1853",,,G4?,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Gambrinus olentangyi,a click beetle,"Gambrinus olentangyiÿ(K, 1947)",Limonius olentangyi,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Hoperius planatus,A Dytiscid Beetle,"Hoperius planatusÿFall, 1927",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Hydrobiomorpha casta,A Water Scavenger Beetle,"Hydrobiomorpha castaÿ(Say, 1835)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Laccophilus schwarzi,Schwarz' Diving Beetle,"Laccophilus schwarziÿFall, 1917",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Loxandrus icarus,a ground beetle,"Loxandrus icarusÿWill and Liebherr, 1998",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Paralichas trivittis,A Beetle,"Paralichas trivittisÿ(Germar, 1824)",Odontonyx trivittis,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Paratachys albipes,,"Paratachys albipesÿ(LeConte, 1863)",Tachys albipes,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Paratachys ventricosus,a ground beetle,"Paratachys ventricosusÿ(LeConte, 1863)",Tachys ventricosus,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Pentagonica picticornis,A Ground Beetle,"Pentagonica picticornisÿBates, 1883",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Phanaeus igneus,A Scarab Beetle,"Phanaeus igneusÿMacLeay, 1919",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Phloeoxena signata,A Ground Beetle,Phloeoxena signataÿDeJean,,,G3?,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Pseudaptinus lecontei,A Ground Beetle,"Pseudaptinus leconteiÿ(Dejean, 1831)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Pseudaptinus pygmaeus,A Ground Beetle,"Pseudaptinus pygmaeusÿ(Dejean, 1826)",Thalpius pygmaeus,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Pseudotolida syphaxi,a flower beetle,"Pseudotolida syphaxiÿSteury and Steiner, 2020",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Sosylus costatus,A Beetle,Sosylus costatusÿLeConte,,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Stenocorus schaumi,Schaum's Longhorn Beetle,"Stenocorus schaumiÿLeConte, 1850",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Urographis triangulifer,A Longhorned Beetle,"Urographis trianguliferÿ(Haldeman, 1847)",Graphisurus triangulifer,,G4?,SU,,,Review List ,,,,,,,,,,,,,,
IIEPH,Ameletus tarteri,Tarter's Ameletus Mayfly,"Ameletus tarteriÿBurrows, 1987",,,G2G4,SU,,,Review List ,,,,,,,,,,,,,,
IIEPH,Isonychia arida,A Mayfly,"Isonychia aridaÿ(Say, 1839)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIEPH,Isonychia georgiae,Georgia Isonychia Mayfly,"Isonychia georgiaeÿMcDunnough, 1931",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIEPH,Iswaeon anoka,Mayfly,"Iswaeon anokaÿ(Daggy, 1945)",Heterocleon anoka,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIEPH,Rhithrogena anomala,A Mayfly,"Rhithrogena anomalaÿMcDunnough, 1928",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IIEPH,Waynokiops dentatogriphus,A mayfly,"Waynokiops dentatogriphusÿHill, Pfeiffer, and Jacobus, 2010",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Acantholomidea denticulata,A Shield Bug,"Acantholomidea denticulataÿ(St†l, 1870)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Allopodops mississippiensis,Mississippi Turtle Bug,Allopodops mississippiensisÿHarris and Johnson,,,G2G3,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Botocudo modestus,A Seed Bug,Botocudo modestusÿ(Barber),,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Corixidea major,A true bug,"Corixidea majorÿMcAtee and Malloch, 1925",,,GU,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Elasmostethus atricornis,Hercules Club Stink Bug,"Elasmostethus atricornisÿ(Van Duzee, 1904)",,,G3?,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Eurygaster alternata,A Shield Bug,"Eurygaster alternataÿ(Say, 1828)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Galgupha denudata,A Shield Bug,"Galgupha denudataÿ(Uhler, 1863)",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Glyptocombus saltator,A true bug,"Glyptocombus saltatorÿHeidemann, 1906",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Ioscytus chapmani,Chapman's Shore Bug,"Ioscytus chapmaniÿMcKinnon and Polhemus, 1986",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Isthmocoris piceus,Black Stalk-eyed Bug,"Isthmocoris piceusÿ(Say, 1832)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Ligyrocoris depictus,A seed bug,"Ligyrocoris depictusÿBarber, 1921",,,G4?,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Melanaethus cavicollis,A Burrower Bug,"Melanaethus cavicollisÿ(Blatchley, 1924)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Nannocoris arenarius,A True Bug,"Nannocoris arenariusÿBlatchley, 1926",,,GU,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Neolygus crataegi,Hawthorn plant bug,"Neolygus crataegiÿHenry, 2007",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Nepa apiculata,A Water Scorpion,"Nepa apiculataÿUhler, 1862",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Oncozygia clavicornis,A Turtle Bug,"Oncozygia clavicornisÿStal, 1872",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Plagiognathus repetitus,Pine barrens plant bug,"Plagiognathus repetitusÿKnight, 1923",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Pnirontis languida,An Assassin Bug,"Pnirontis languidaÿStal, 1859",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Ranatra australis,Southern Water Scorpion,"Ranatra australisÿHungerford, 1922",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Ranatra drakei,Drake's Water Scorpion,"Ranatra drakeiÿHungerford, 1922",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Stachyocnemus apicalis,Sandpit Alydid Bug,"Stachyocnemus apicalisÿ(Dallas, 1852)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIHEM,Tominotus communis,A Burrower Bug,"Tominotus communisÿ(Uhler, 1877)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIHOM,Trialeurodes phlogis,Phlox Whitefly,"Trialeurodes phlogisÿRussell, 1995",,,GU,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Bombus sandersoni,Sanderson bumble bee,"Bombus sandersoniÿFranklin, 1913",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Lasioglossum raleighense,A sweat bee,"Lasioglossum raleighenseÿ(Crawford, 1932)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Lasius latipes,Wide-footed field ant,"Lasius latipesÿ(Walsh, 1863)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Lasius murphyi,Murphy's field ant,"Lasius murphyiÿForel, 1901",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Lasius plumopilosus,Feathered fuzzy ant,"Lasius plumopilosusÿBuren, 1941",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Melitta melittoides,A melittid bee,"Melitta melittoidesÿ(Viereck, 1909)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Myrmecina davisoni,An ant,"Myrmecina davisoniÿMacGown, 2023",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Polyergus lucidus,Shining Amazon ant,"Polyergus lucidusÿMayr, 1870",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Proceratium chickasaw,An ant,"Proceratium chickasawÿde Andrade, 2003",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Proceratium creek,An ant,"Proceratium creekÿde Andrade, 2003",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Strumigenys memorialis,An ant,"Strumigenys memorialisÿ(Deyrup, 1998)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIHYM,Temnothorax americanus,American partially-jawed ant,"Temnothorax americanusÿ(Emery, 1895)",Protomognathus americanus,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IILEP,Autochton cellus,Golden-banded Skipper,"Autochton cellusÿ(Boisduval and Le Conte, [1837])",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IILEP,Celastrina lucia,Northern Spring Azure,"Celastrina luciaÿ(W. Kirby, 1837)",Celastrina ladon lucia,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IILEP,Danaus plexippus plexippus,Monarch,"Danaus plexippus plexippusÿ(Linneaus, 1758)",,,G4T3,SU,PT,,Review List ,,,,,,,,,,,,,,
IILEP,Papilio appalachiensis,Appalachian tiger swallowtail,"Papilio appalachiensisÿ(Pavulaan and Wright, 2002)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEP,Satyrium caryaevorus,Hickory Hairstreak,"Satyrium caryaevorusÿ(McDunnough, 1942)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEP,Thorybes confusis,Confused Cloudywing,"Thorybes confusisÿE. Bell, 1923",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEU,Eupithecia peckorum,Peck's Eupithecia moth,"Eupithecia peckorumÿHeitzman and Enns, 1977",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEU,Glena cognataria,Blueberry gray,"Glena cognatariaÿ(Hbner, 1831)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEU,Hydriomena bistriolata,A Geometrid moth,"Hydriomena bistriolataÿ(Zeller, 1872)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IILEU,Hydriomena divisaria,Black-dashed hydriomena moth,"Hydriomena divisariaÿ(Walker, 1860)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IILEU,Orthofidonia exornata,A geometrid moth,"Orthofidonia exornataÿ(Walker, 1862)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Acronicta dactylina,Fingered dagger moth,"Acronicta dactylinaÿGrote, 1874",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Acronicta subochrea,Puzzling dagger moth,"Acronicta subochreaÿGrote, 1874",,,G4?,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Bellura vulnifica,A wetland borer moth,"Bellura vulnificaÿ(Grote, 1873)",Bellura melanopyga,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Cucullia alfarata,A noctuid moth,"Cucullia alfarataÿStrecker, 1898",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Idia majoralis,Major idia moth,"Idia majoralisÿ(Smith, 1895)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Lacinipolia lustralis,a noctuid moth,"Lacinipolia lustralisÿ(Grote, 1875)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Leucania commoides,A noctuid moth,"Leucania commoidesÿGuen‚e, 1852",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Lithophane innominata,Nameless pinion moth,"Lithophane innominataÿ(Smith, 1893)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Papaipema nelita,Coneflower borer moth,"Papaipema nelitaÿ(Strecker, 1898)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Psaphida grandis,Gray sallow,"Psaphida grandisÿSmith, 1898",Eutolype grandis,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Psaphida thaxterianus,A Noctuid Moth,"Psaphida thaxterianusÿ(Grote, 1874)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Resapamea passer,Dock rustic moth,"Resapamea passerÿ(Guen‚e, 1852)",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Schinia bina,Bina flower moth,"Schinia binaÿ(Guen‚e, 1852)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Sympistis badistriga,Brown-lined Sallow moth,"Sympistis badistrigaÿ(Grote, 1872)",Homohadena badistriga,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Tarache delecta,A Noctuid Moth,"Tarache delectaÿ(Walker, [1858])",Acontia delecta,,GU,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Virbia ferruginosa,Rusty tiger moth,"Virbia ferruginosaÿ(Walker, 1854)",Holomelina ferruginosa,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Virbia immaculata,Immaculate tiger moth,"Virbia immaculataÿ(Reakirt, 1864)",Holomelina immaculata,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Zale sp. 2 nr. squamularis,A zale moth,Zaleÿsp. 2 nr.ÿsquamularisÿSchweitzer (unpublished),,,G4Q,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Zale sp. 3 nr. buchholzi,Maritime Zale Moth,Zaleÿsp. 3 nr.ÿbuchholzi,,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IILEY,Zanclognatha theralis,A Noctuid Moth,"Zanclognatha theralisÿ(Walker, 1859)",Zanclognatha gypsalis,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIMEC,Boreus nivoriundus,A Snow Scorpionfly,"Boreus nivoriundusÿFitch, 1847",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIODO,Sympetrum internum,Cherry-faced meadowhawk,"Sympetrum internumÿMontgomery, 1943",Sympetrum janeae,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIORT,Melanoplus celatus,A spur-throat grasshopper,"Melanoplus celatusÿHebard, 1937",,,GU,SU,,,Review List ,,,,,,,,,,,,,,
IIORT,Melanoplus devius,A spur-throat grasshopper,"Melanoplus deviusÿMorse, 1904",,,GU,SU,,,Review List ,,,,,,,,,,,,,,
IIORT,Melanoplus impudicus,Immodest Spur-throat Grasshopper,"Melanoplus impudicusÿScudder, 1897",,,G4G5,SU,,,Review List ,,,,,,,,,,,,,,
IIORT,Melanoplus pachycercus,A spur-throat grasshopper,"Melanoplus pachycercusÿHebard, 1935",,,G2G3,SU,,,Review List ,,,,,,,,,,,,,,
IIPHA,Diapheromera carolina,Carolina walkingstick,"Diapheromera carolinaÿScudder, 1901",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Allocapnia harperi,Stonyfork snowfly,"Allocapnia harperiÿKirchner, 1980",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Alloperla banksi,Tufted Sallfly,"Alloperla banksiÿFrison, 1942",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Alloperla biserrata,Dusky Sallfly,"Alloperla biserrataÿNelson and Kondratieff, 1980",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Alloperla idei,Vernal Sallfly,"Alloperla ideiÿ(Ricker, 1935)",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Alloperla nanina,Swannanoa Sallfly,"Alloperla naninaÿBanks, 1911",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Bolotoperla rossi,Smoky Willowfly,"Bolotoperla rossiÿ(Frison, 1942)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Hansonoperla appalachia,Appalachian Stonefly,"Hansonoperla appalachiaÿNelson, 1979",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Isogenoides varians,Rock Island Springfly,"Isogenoides variansÿ(Walsh, 1862)",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Perlesta roblei,Dragon Run stonefly,"Perlesta robleiÿKondratieff and Kirchner, 2003",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Perlesta shawnee,Shawnee stonefly,"Perlesta shawneeÿGrubbs, 2005",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Perlesta teaysia,Teays Stonefly,"Perlesta teaysiaÿKirchner and Kondratieff, 1997",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Pteronarcys comstocki,Spiny Salmonfly,"Pteronarcys comstockiÿSmith, 1917",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Pteronarcys scotti,Carolina Salmonfly,"Pteronarcys scottiÿRicker, 1952",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Shipsa rotunda,Intrepid forestfly,"Shipsa rotundaÿ(Claassen, 1923)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IIPLE,Tallaperla cornelia,Southeastern Roachfly,"Tallaperla corneliaÿ(Needham and Smith, 1916)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Agapetus minutus,A glossosomatid caddisfly,"Agapetus minutusÿSibley, 1926",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila acadia,A microcaddisfly,"Hydroptila acadiaÿRoss, 1941",,,GU,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila amoena,A microcaddisfly,"Hydroptila amoenaÿRoss, 1938",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila artesa,A microcaddisfly,"Hydroptila artesaÿMathis and Bowles, 1990",,,G2G3,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila dentata,A microcaddisfly,"Hydroptila dentataÿRoss, 1938",,,G2G3,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila eramosa,A microcaddisfly,"Hydroptila eramosaÿHarper, 1973",,,G1G3,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila fiskei,A microcaddisfly,"Hydroptila fiskeiÿBlickle, 1963",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila lonchera,A microcaddisfly,"Hydroptila loncheraÿBlickle and Morse, 1954",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila maculata,A Caddisfly,"Hydroptila maculataÿBanks, 1949",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila spinata,A Caddisfly,"Hydroptila spinataÿBlickle and W.J. Morse, 1954",,,G2G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila talladega,A microcaddisfly,"Hydroptila talladegaÿHarris, 1985",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila tortosa,A Caddisfly,"Hydroptila tortosaÿRoss, 1938",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Hydroptila virgata,A microcaddisfly,"Hydroptila virgataÿRoss, 1938",,,G4G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Ithytrichia clavata,A microcaddisfly,"Ithytrichia clavataÿMorton, 1905",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Mayatrichia ayama,A microcaddisfly,"Mayatrichia ayamaÿMosely, 1937",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Neotrichia vibrans,A microcaddisfly,"Neotrichia vibransÿRoss, 1938",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Ochrotrichia arva,A microcaddisfly,"Ochrotrichia arvaÿ(Ross, 1941)",,,G4G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Ochrotrichia tarsalis,A microcaddisfly,"Ochrotrichia tarsalisÿ(Hagen, 1861)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Ochrotrichia wojcickyi,A microcaddisfly,"Ochrotrichia wojcickyiÿBlickle, 1963",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Orthotrichia cristata,A microcaddisfly,"Orthotrichia cristataÿMorton, 1905",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Oxyethira dualis,A Caddisfly,"Oxyethira dualisÿMorton, 1905",,,G5?,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Oxyethira janella,Little-entrance Oxyethiran Microcaddisfly,"Oxyethira janellaÿDenning, 1948",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Oxyethira michiganensis,A Caddisfly,"Oxyethira michiganensisÿMosely, 1934",,,G4G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Oxyethira rivicola,A microcaddisfly,"Oxyethira rivicolaÿBlickle and Morse, 1954",,,G5?,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Paranyctiophylax denningi,A polycentropodid caddisfly,"Paranyctiophylax denningiÿ(Morse, 1972)",,,G4G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Paranyctiophylax serratus,A polycentropodid caddisfly,"Paranyctiophylax serratusÿ(Lago and Harris, 1985)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Polycentropus interruptus,A polycentropodid caddisfly,"Polycentropus interruptusÿ(Banks, 1914)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Polycentropus nascotius,A polycentropodid caddisfly,"Polycentropus nascotiusÿRoss, 1941",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Polycentropus pentus,A polycentropodid caddisfly,"Polycentropus pentusÿRoss, 1941",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IITRI,Stactobiella martynovi,A microcaddisfly,"Stactobiella martynoviÿBlickle and Denning, 1977",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Amaurobius borealis,An Amaurobiid Spider,"Amaurobius borealisÿEmerton, 1909",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Barronopsis jeffersi,A Funnel-web Spider,"Barronopsis jeffersiÿ(Muma, 1945)",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Castianeira trilineata,A Two-clawed Hunting Spider,"Castianeira trilineataÿ(Hentz, 1847)",,,G4?,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Clubiona spiralis,A Two-clawed Hunting Spider,"Clubiona spiralisÿEmerton, 1909",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Drassyllus louisianus,A Gnaphosid Spider,"Drassyllus louisianusÿChamberlin, 1922",,,G4?,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Drassyllus sp. 1,A gnaphosid spider,Drassyllusÿsp. 1,,,G1G3,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Kleptochthonius polychaetus,Shenadoah Pseudoscorpion,"Kleptochthonius polychaetusÿMuchmore, 1994",,,G1G3,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Pisaurina dubia,A Nursery-web Spider,"Pisaurina dubiaÿ(Hentz, 1847)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Sphodros rufipes,Red-legged Purse-web Spider,"Sphodros rufipesÿ(Latreille, 1829)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
ILARA,Xysticus emertoni,Emerton's Crab Spider,"Xysticus emertoniÿKeyserling, 1880",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IMBIV,Pisidium equilaterale,Round Peaclam,"Pisidium equilateraleÿPrime, 1852",,,G4G5,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Catinella hubrichti,Snowhill Ambersnail,"Catinella hubrichtiÿGrimm, 1960",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Discus nigrimontanus,Black Mountain Disc,"Discus nigrimontanusÿ(Pilsbry, 1924)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Euchemotrema leai,Lowland Pillsnail,"Euchemotrema leaiÿ(A. Binney, 1841)",Stenotrema leai aliciae,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Fumonelix christyi,Glossy Covert,"Fumonelix christyiÿ(Bland, 1860)",Mesodon christyi,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Gastrocopta clappi,Bluegrass Snaggletooth,"Gastrocopta clappiÿ(Sterki, 1909)",Gastrocopta armifera clappi,,G4G5,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Gastrocopta pellucida,Slim Snaggletooth,"Gastrocopta pellucidaÿ(Pfeiffer, 1841)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Gastrodonta fonticula,Appalachia Bellytooth,"Gastrodonta fonticulaÿWurtz, 1948",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Glyphyalinia praecox,Brilliant Glyph,"Glyphyalinia praecoxÿ(H.B. Baker, 1930)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Glyphyalinia sculptilis,Suborb Glyph,"Glyphyalinia sculptilisÿ(Bland, 1858)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Helicodiscus shimeki,Temperate Coil,"Helicodiscus shimekiÿHubricht, 1962",,,G4G5,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Inflectarius kalmianus,Brown Globelet,"Inflectarius kalmianusÿ(Hubricht, 1965)",Mesodon kalmianus,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Lobosculum pustuloides,Tiny Liptooth,"Lobosculum pustuloidesÿ(Bland, 1858)",Polygyra pustuloides,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Mesomphix subplanus,Flat Button,"Mesomphix subplanusÿ(A. Binney, 1842)",,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Oxyloma subeffusum,Chesapeake Ambersnail,"Oxyloma subeffusumÿPilsbry, 1948",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Pallifera varia,Variable Mantleslug,"Pallifera variaÿHubricht, 1953",,,G2G4,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Paravitrea grimmi,Buff Supercoil,"Paravitrea grimmiÿHubricht, 1968",,,G1G3Q,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Paravitrea placentula,Glossy Supercoil,"Paravitrea placentulaÿ(Shuttleworth, 1852)",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Paravitrea pontis,Natural Bridge Supercoil,"Paravitrea pontisÿH.B. Baker, 1931",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Paravitrea reesei,Round Supercoil,"Paravitrea reeseiÿMorrison, 1937",,,G3,SU,,,Review List ,,,,,,,,,,,,,,
IMGAS,Patera laevior,Smooth Bladetooth,"Patera laeviorÿ(Pilsbry, 1940)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
