GRPSORT,SNAME,COMMON_NAME,Author,synname,ALTSYN,GRANK,SRANK,FEDSTAT,SPROT,TRK,,,,,,,,,,,,,,
IILEY,Papaipema impecuniosa,Aster borer moth,"Papaipema impecuniosaÿ(Grote, 1881)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Papaipema nepheleptena,Turtlehead Borer,"Papaipema nepheleptenaÿ(Dyar, 1908)",,,G4G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Papaipema polymniae,Leafcup Borer Moth,"Papaipema polymniaeÿBird, 1917",,,G4?,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Papaipema pterisii,Bracken Fern Borer,"Papaipema pterisiiÿBird, 1907",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Papaipema speciosissima,Osmunda Borer Moth,"Papaipema speciosissimaÿ(Grote and Robinson, 1868)",,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Papaipema unimoda,Meadow Rue Borer,"Papaipema unimodaÿ(Smith, 1894)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Polychrysia morigera,A Noctuid Moth,"Polychrysia morigeraÿ(H. Edwards, 1886)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Protapamea danieli,Daniel's cane borer,"Protapamea danieliÿQuinter, 2009",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Protodeltote albidula,A noctuid moth,"Protodeltote albidulaÿ(Guen‚e, 1852)",Lithacodia albidula,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Pseudohermonassa tenuicula,A dart moth,"Pseudohermonassa tenuiculaÿ(Morrison, 1874)",Xestia tenuicula,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Schinia florida,Primrose moth,"Schinia floridaÿ(Guen‚e, 1852)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Schinia nubila,A flower moth,"Schinia nubilaÿ(Strecker, 1876)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Schinia saturata,Brown flower moth,"Schinia saturataÿ(Grote, 1874)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Sideridis congermana,German cousin moth,"Sideridis congermanaÿ(Morrison, 1874)",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IILEY,Spragueia dama,Southern Spragueia moth,"Spragueia damaÿ(Guen‚e, 1852)",,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Zale calycanthata,Double-banded Zale moth,"Zale calycanthataÿ(J.E. Smith, 1797)",,,G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IILEY,Zale submediana,A Noctuid Moth,"Zale submedianaÿStrand, 1917",,,G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IIODO,Aphylla williamsoni,Two-striped Forceptail,"Aphylla williamsoniÿ(Gloyd, 1936)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Argia bipunctulata,Seepage Dancer,"Argia bipunctulataÿ(Hagen, 1861)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Cordulia shurtleffii,American Emerald,"Cordulia shurtleffiiÿScudder, 1866",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Enallagma daeckii,Attenuated Bluet,"Enallagma daeckiiÿ(Calvert, 1903)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Enallagma doubledayi,Atlantic Bluet,"Enallagma doubledayiÿ(Selys, 1850)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Enallagma dubium,Burgundy Bluet,"Enallagma dubiumÿRoot, 1924",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Enallagma hageni,Hagen's Bluet,"Enallagma hageniÿ(Walsh, 1863)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Enallagma weewa,Blackwater Bluet,"Enallagma weewaÿByers, 1927",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Epitheca costalis,Stripe-winged Baskettail,"Epitheca costalisÿ(Selys, 1871)",Tetragoneuria costalis,,G5,S2S4,,,Watch List,,,,,,,,,,,,,,
IIODO,Epitheca spinosa,Robust Baskettail,"Epitheca spinosaÿHagen in Selys, 1878",Tetragoneuria spinosa,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Gomphaeschna antilope,Taper-tailed Darner,"Gomphaeschna antilopeÿ(Hagen, 1874)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Gomphurus dilatatus,Blackwater clubtail,"Gomphurus dilatatusÿ(Rambur, 1842)",Gomphus dilatatus,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Helocordulia selysii,Selys' Sundragon,"Helocordulia selysiiÿ(Hagen in Selys, 1878)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Hylogomphus abbreviatus,Spine-crowned Clubtail,"Hylogomphus abbreviatusÿHagen in Selys, 1878",Gomphus abbreviatus,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Ischnura prognata,Furtive Forktail,"Ischnura prognataÿ(Hagen, 1861)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Leucorrhinia intacta,Dot-tailed Whiteface,"Leucorrhinia intactaÿ(Hagen, 1861)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Libellula flavida,Yellow-sided Skimmer,"Libellula flavidaÿRambur, 1842",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Macromia alleghaniensis,Allegheny River Cruiser,"Macromia alleghaniensisÿWilliamson, 1909",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Phanogomphus quadricolor,Rapids Clubtail,"Phanogomphus quadricolorÿ(Walsh, 1863)",Gomphus quadricolor,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Stenogomphurus rogersi,Sable Clubtail,"Stenogomphurus rogersiÿ(Gloyd, 1936)",Gomphus rogersi,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Telebasis byersi,Duckweed Firetail,"Telebasis byersiÿWestfall, 1957",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IIODO,Zoraena erronea,Tiger Spiketail,"Zoraena erroneaÿ(Selys, 1878)",Cordulegaster erronea,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIORT,Scudderia septentrionalis,Northern Bush Katydid,"Scudderia septentrionalisÿ(Serville, 1838)",,,G3?,S3,,,Watch List,,,,,,,,,,,,,,
IIPLE,Acroneuria kosztarabi,Virginia Stonefly,"Acroneuria kosztarabiÿKondratieff and Kirchner, 1993",Acroneuria kirchneri,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IIPLE,Alloperla stipitata,Blue Ridge Sallfly,"Alloperla stipitataÿSurdick, 2004",,,G2G3,S3,,,Watch List,,,,,,,,,,,,,,
IIPLE,Ostrocerca complexa,Notched Forestfly,"Ostrocerca complexaÿ(Claassen, 1937)",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IIPLE,Ostrocerca prolongata,Bent Forestfly,"Ostrocerca prolongataÿ(Claassen, 1923)",,,G3,S1S3,,,Watch List,,,,,,,,,,,,,,
IIPLE,Paragnetina ichusa,Widecollar Stonefly,"Paragnetina ichusaÿStark and Szczytko, 1981",,,G3,S1S3,,,Watch List,,,,,,,,,,,,,,
IIPLE,Remenus kirchneri,Blue Ridge Springfly,"Remenus kirchneriÿKondratieff and Nelson, 1995",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IIPLE,Sweltsa voshelli,Virginia Sallfly,"Sweltsa voshelliÿKondratieff and Kirchner, 1991",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IITHS,Litocampa cookei,Cooke's Cave Dipluran,"Litocampa cookeiÿ(Packard, 1871)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IITHS,Litocampa hoffmani,Hoffman's cave dipluran,"Litocampa hoffmaniÿFerguson, 2009",,#NAME?,G3,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Adicrophleps hitchcocki,A brachycentrid caddisfly,"Adicrophleps hitchcockiÿFlint, 1965",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Agapetus tomus,A glossosomatid caddisfly,"Agapetus tomusÿRoss, 1941",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Agarodes libalis,Spring-loving Psiloneuran Caddisfly,"Agarodes libalisÿRoss and Scott, 1974",,,G3,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Ceraclea neffi,A Caddisfly,"Ceraclea neffiÿ(Resh, 1974)",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Ceraclea punctata,A Ceraclean Caddisfly,"Ceraclea punctataÿ(Banks, 1894)",,,G4G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Ceraclea spongillovorax,A leptocerid caddisfly,"Ceraclea spongillovoraxÿ(Resh, 1974)",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Ceraclea uvalo,A leptocerid caddisfly,"Ceraclea uvaloÿ(Ross, 1938)",,,G3,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Cheumatopsyche parentum,A hydropsychid caddisfly,"Cheumatopsyche parentumÿGordon, 1974",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Chimarra augusta,A hydropsychid caddisfly,"Chimarra augustaÿJ.C. Morse, 1971",,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Culoptila cantha,A glossosomatid caddisfly,"Culoptila canthaÿ(Ross, 1938)",,,G4G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Homoplectra monticola,A hydropsychid caddisfly,"Homoplectra monticolaÿ(Flint, 1965)",,,G2G3,S2S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Hydropsyche brunneipennis,,"Hydropsyche brunneipennisÿFlint and Butler, 1983",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Hydropsyche catawba,A hydropsychid caddisfly,"Hydropsyche catawbaÿRoss, 1939",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Hydropsyche frisoni,A hydropsychid caddisfly,"Hydropsyche frisoniÿRoss, 1938",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Hydropsyche hoffmani,A hydropsychid caddisfly,"Hydropsyche hoffmaniÿRoss, 1962",,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Hydropsyche opthalmica,A hydropsychid caddisfly,"Hydropsyche opthalmicaÿFlint, 1965",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Hydropsyche potomacensis,A hydropsychid caddisfly,"Hydropsyche potomacensisÿFlint, 1965",,,G2G3,S2S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Hydropsyche rotosa,A hydropsychid caddisfly,"Hydropsyche rotosaÿRoss, 1947",,,G2G3,S2S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Ironoquia lyrata,A limnephilid caddisfly,"Ironoquia lyrataÿ(Ross, 1938)",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Lepidostoma bryanti,A Caddisfly,"Lepidostoma bryantiÿ(Banks, 1908)",,,G4?,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Lepidostoma carrolli,A lepidostomatid caddisfly,"Lepidostoma carrolliÿFlint, 1958",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Lepidostoma ontario,A Caddisfly,"Lepidostoma ontarioÿRoss, 1941",,,G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Lepidostoma pictile,A lepidostomatid caddisfly,"Lepidostoma pictileÿ(Banks, 1899)",,,G4,S2S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Lepidostoma serratum,A lepidostomatid caddisfly,"Lepidostoma serratumÿFlint and Wiggins, 1961",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Micrasema scotti,A brachycentrid caddisfly,"Micrasema scottiÿRoss, 1947",,,G3G4,S2S4,,,Watch List,,,,,,,,,,,,,,
IITRI,Micrasema sprulesi,A Caddisfly,"Micrasema sprulesiÿRoss, 1941",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Molanna tryphena,A Caddisfly,"Molanna tryphenaÿBetten, 1934",,,G4?,S1S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Molanna uniophila,A Caddisfly,"Molanna uniophilaÿVorhies, 1909",,,G5?,S1S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Neophylax stolus,A uenoid caddisfly,"Neophylax stolusÿRoss, 1938",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Ochrotrichia denningi,A microcaddisfly,"Ochrotrichia denningiÿBlickle and Morse, 1957",,,G2G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Ochrotrichia graysoni,A microcaddisfly,"Ochrotrichia graysoniÿParker and Voshell, 1980",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Oxyethira pescadori,Pescador's bottle-cased caddisfly,"Oxyethira pescadoriÿHarris and Keth, 2002",,,G4,S1S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Parapsyche cardis,A hydropsychid caddisfly,"Parapsyche cardisÿRoss, 1938",,,G4,S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Phylocentropus auriceps,A caddisfly,"Phylocentropus auricepsÿ(Banks, 1905)",,,G3G4,S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Phylocentropus carolinus,A caddisfly,"Phylocentropus carolinusÿCarpenter, 1933",,,G3G5,S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Polycentropus centralis,A polycentropodid caddisfly,"Polycentropus centralisÿBanks, 1914",,,G4G5,S1S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Polycentropus pixi,A polycentropodid caddisfly,"Polycentropus pixiÿRoss, 1944",,,G3G4,S1S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Pycnopsyche virginica,A limnephilid caddisfly,"Pycnopsyche virginicaÿ(Banks, 1900)",,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Rhyacophila atrata,A rhyacophilid caddisfly,"Rhyacophila atrataÿBanks, 1911",,,G4G5,S2,,,Watch List,,,,,,,,,,,,,,
IITRI,Rhyacophila otica,A rhyacophilid caddisfly,"Rhyacophila oticaÿEtnier and Way, 1973",,,G3G4Q,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Rhyacophila shenandoahensis,Shenandoah Rhyacophilid Caddisfly,"Rhyacophila shenandoahensisÿFlint, 1958",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Setodes guttatus,A leptocerid caddisfly,"Setodes guttatusÿ(Banks, 1900)",,,G3G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Theliopsyche grisea,A Caddisfly,"Theliopsyche griseaÿ(Hagen, 1861)",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Theliopsyche melas,A Caddisfly,"Theliopsyche melasÿEdwards, 1956",,,G4G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Triaenodes dipsius,A leptocerid caddisfly,"Triaenodes dipsiusÿRoss, 1938",,,G5,S1S3,,,Watch List,,,,,,,,,,,,,,
IITRI,Triaenodes taenia,A leptocerid caddisfly,"Triaenodes taeniaÿRoss, 1938",,,G3G4,S1S3,,,Watch List,,,,,,,,,,,,,,
ILARA,Antrodiaetus robustus,Robust Trapdoor Spider,"Antrodiaetus robustusÿ(Simon, 1891)",,,G3?,S2?,,,Watch List,,,,,,,,,,,,,,
ILARA,Chitrella cavicola,A Cave Pseudoscorpion,Chitrella cavicolaÿ(Packard),,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ILARA,Hypochilus gertschi,Gertsch's Lampshade-web Spider,"Hypochilus gertschiÿHoffman, 1963",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ILARA,Hypochilus pococki,Pocock's Lampshade-web Spider,"Hypochilus pocockiÿPlatnick, 1987",,,G4G5,S2S3,,,Watch List,,,,,,,,,,,,,,
ILARA,Nesticus holsingeri,Holsinger's Cave Spider,"Nesticus holsingeriÿGertsch, 1984",,,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
ILARA,Nesticus tennesseensis,A Cave Spider,"Nesticus tennesseensisÿ(Petrunkevich, 1925)",,,G3G4,S3S4,,,Watch List,,,,,,,,,,,,,,
ILARA,Sphodros atlanticus,Atlantic Purse-web Spider,"Sphodros atlanticusÿGertsch and Platnick, 1980",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
ILARA,Sphodros coylei,Coyle's Purse-web Spider,"Sphodros coyleiÿGertsch and Platnick, 1980",,,G4?,S3,,,Watch List,,,,,,,,,,,,,,
ILARA,Sphodros niger,Black Purse-web Spider,"Sphodros nigerÿ(Hentz, 1842)",,,G4G5,S3,,,Watch List,,,,,,,,,,,,,,
ILARA,Wadotes willsi,a funnelweaver spider,"Wadotes willsiÿBennett, 1987",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
IMBIV,Alasmidonta undulata,Triangle Floater,"Alasmidonta undulataÿ(Say, 1817)",,,G4,S3S4,,,Watch List,,,,,,,,,,,,,,
IMBIV,Atlanticoncha ochracea,Tidewater Mucket,"Atlanticoncha ochraceaÿ(Say, 1817)","Leptodea ochracea,ÿLigumia ochracea",,G3G4,S3,,,Watch List,,,,,,,,,,,,,,
IMBIV,Fusconaia subrotunda,Longsolid,"Fusconaia subrotundaÿ(I. Lea, 1831)",,,G3,S3,PT,,Watch List,,,,,,,,,,,,,,
IMBIV,Leaunio vanuxemensis,Mountain Creekshell,"Leaunio vanuxemensisÿ(Lea, 1838)",Villosa vanuxemensis,,G4,S3S4,,,Watch List,,,,,,,,,,,,,,
IMBIV,Medionidus conradicus,Cumberland Moccasin,"Medionidus conradicusÿ(I. Lea, 1834)",,,G3,S3S4,PE,,Watch List,,,,,,,,,,,,,,
IMBIV,Sagittunio nasutus,Eastern Pondmussel,"Sagittunio nasutusÿ(Say, 1817)",Ligumia nasuta,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IMBIV,Strophitus undulatus,Creeper,"Strophitus undulatusÿ(Say, 1817)",,,G5,S3S4,,,Watch List,,,,,,,,,,,,,,
IMBIV,Utterbackiana implicata,Alewife Floater,"Utterbackiana implicataÿ(Say, 1829)",Anodonta implicata,,G5,S3?,,,Watch List,,,,,,,,,,,,,,
IMBIV,Venustaconcha constricta,Notched Rainbow,"Venustaconcha constrictaÿ(Conrad, 1838)",Villosa constricta,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Elimia catenaria,Gravel Elimia,"Elimia catenariaÿ(Say, 1822)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Fontigens orolibas,Blue Ridge Springsnail,"Fontigens orolibasÿHubricht, 1957",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Glyphyalinia picea,Rust Glyph,"Glyphyalinia piceaÿHubricht, 1976",,,G3,S1S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Glyphyalinia virginica,Depressed Glyph,"Glyphyalinia virginicaÿ(Morrison, 1937)",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Leptoxis praerosa,Onyx Rocksnail,"Leptoxis praerosaÿ(Say, 1821)",Anculosa subglobosa,,G5,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Megapallifera wetherbyi,Blotchy Mantleslug,"Megapallifera wetherbyiÿ(W.G. Binney, 1874)",,,G2G3,S1S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Mesodon elevatus,Proud Globe,"Mesodon elevatusÿ(Say, 1821)",,,G5,S2?,,,Watch List,,,,,,,,,,,,,,
IMGAS,Mesomphix rugeli,Wrinkled Button,"Mesomphix rugeliÿ(W.G. Binney, 1879)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Patera panselenus,Virginia Bladetooth,"Patera panselenusÿ(Hubricht, 1976)",Mesodon panselenus,,G3,S2?,,,Watch List,,,,,,,,,,,,,,
IMGAS,Philomycus virginicus,Virginia Mantleslug,"Philomycus virginicusÿHubricht, 1953",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Promenetus exacuous,Sharp Sprite,"Promenetus exacuousÿ(Say, 1821)",,,G5,S3?,,,Watch List,,,,,,,,,,,,,,
IMGAS,Triodopsis burchi,Pittsylvania Three-tooth,"Triodopsis burchiÿHubricht, 1950",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Triodopsis fraudulenta,Baffled Three-tooth,"Triodopsis fraudulentaÿ(Pilsbry, 1894)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Triodopsis tennesseensis,Budded Three-tooth,"Triodopsis tennesseensisÿ(Walker and Pilsbry, 1902)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Ventridens arcellus,Golden Dome,"Ventridens arcellusÿHubricht, 1976",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Ventridens lasmodon,Hollow Dome,"Ventridens lasmodonÿ(Phillips, 1841)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
IMGAS,Ventridens pilsbryi,Yellow Dome,"Ventridens pilsbryiÿHubricht, 1964",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Abacion tesselatum,A Millipede,"Abacion tesselatumÿRafinesque, 1820",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Andrognathus corticarius,A Millipede,"Andrognathus corticariusÿCope, 1869",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Apheloria montana,A Millipede,"Apheloria montanaÿ(Bollman, 1887)",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Apheloria polychroma,Colorful Cherry Millipede,"Apheloria polychromaÿMarek, Means and Hennen, 2018",,,GNR,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Apheloria tigana,A Millipede,"Apheloria tiganaÿChamberlin, 1939",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Brachycybe lecontii,A Millipede,"Brachycybe lecontiiÿWood, 1864",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Buotus carolinus,A Millipede,"Buotus carolinusÿChamberlin, 1940",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Cambala hubrichti,A Millipede,"Cambala hubrichtiÿHoffman, 1958",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Cambala minor,A Millipede,"Cambala minorÿBollman, 1888",,,G5,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Cleidogona fidelitor,Faithful Millipede,"Cleidogona fidelitorÿShear, 1972",,,G2G4,S2S4,,,Watch List,,,,,,,,,,,,,,
ITUNI,Cleidogona hoffmani,Hoffman's Cleidogonid Millipede,"Cleidogona hoffmaniÿShear, 1972",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Conotyla melinda,Melinda Millipede,"Conotyla melindaÿHoffman, 1971",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Gyalostethus monticolens,A Millipede,"Gyalostethus monticolensÿ(Chamberlin, 1951)",,,G4,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria asta,Crawfish Valley Twisted-Claw Millipede,"Nannaria astaÿMeans, Hennen and Marek, 2021",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria ericacea,Mcgraw Gap Xystodesmid,"Nannaria ericaceaÿHoffman, 1949",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria honeytreetrailensis,Honey Tree Trail Twisted-Claw Millipede,"Nannaria honeytreetrailensisÿMeans, Hennen and Marek, 2021",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria lutra,Otter Twisted-Claw Millipede,"Nannaria lutraÿHennen, Means, and Marek, 2022",,,GNR,S2S4,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria morrisoni,A Millipede,"Nannaria morrisoniÿHoffman, 1948",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria piccolia,Lichen-Loving Twisted-Claw Millipede,"Nannaria piccoliaÿMeans, Hennen and Marek, 2021",,,GNR,S1S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria shenandoa,Shenandoah Mt Xystodesmid,"Nannaria shenandoaÿHoffman, 1949",,,G1,S2S4,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria stellaradix,Starroot?s Twisted-Claw Millipede,"Nannaria stellaradixÿMeans, Hennen and Marek, 2021",,,GNR,S2S4,,,Watch List,,,,,,,,,,,,,,
ITUNI,Nannaria wilsoni,A Millipede,"Nannaria wilsoniÿHoffman, 1949",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Rudiloria kleinpeteri,A Millipede,"Rudiloria kleinpeteriÿ(Hoffman, 1949)",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Rudiloria tortua,A Millipede,"Rudiloria tortuaÿ(Chamberlin, 1949)",Rudiloria trimaculata tortua,,G2,S2?,,,Watch List,,,,,,,,,,,,,,
ITUNI,Semionellus placidus,A Millipede,"Semionellus placidusÿ(Wood, 1864)",,,G3,S3,,,Watch List,,,,,,,,,,,,,,
ITUNI,Zygonopus packardi,Packard's Blind Cave Millipede,"Zygonopus packardiÿCausey, 1960",Trichopetalum packardi,,G4,S3,,,Watch List,,,,,,,,,,,,,,
AA,Lithobates kauffeldi,Atlantic coast leopard frog,"Lithobates kauffeldiÿFeinberg, Newman, Watkins-Colwell, Schlesinger, Zarate, Curry, Shaffer, and Burger, 2014",Rana kauffeldi,,G3G4,SU,,,Review List ,,,,,,,,,,,,,,
AF,Lepomis marginatus,Dollar sunfish,"Lepomis marginatusÿ(Holbrook, 1855)",,,G5,SU,,,Review List ,,,,,,,,,,,,,,
AR,Lampropeltis elapsoides,Scarlet Kingsnake,"Lampropeltis elapsoidesÿ(Holbrook, 1838)",Lampropeltis triangulum elapsoides,,G5,SU,,,Review List ,,,,,,,,,,,,,,
ICBRA,Eulimnadia sp. 1,A Clam Shrimp,Eulimnadiaÿsp. 1,,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
ICMAL,Crangonyx acicularis,A freshwater amphipod,"Crangonyx acicularisÿZhang and Holsinger, 2003",,,G1G3,SU,,,Review List ,,,,,,,,,,,,,,
ICMAL,Crangonyx gracilis,A freshwater amphipod,"Crangonyx gracilisÿS.I. Smith, 1871",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Cantharis sheraldi,a soldier beetle,"Cantharis sheraldiÿSteury, 2020",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Chlaenius augustus,a ground beetle,"Chlaenius augustusÿNewman, 1838",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Cyclotrachelus incisus,A Ground Beetle,"Cyclotrachelus incisusÿ(LeConte, 1848)",,,G4,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Diabrotica cristata,A Leaf Beetle,"Diabrotica cristataÿ(Harris, 1836, ""1837"")",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
IICOL,Dryobius sexnotatus,Six-banded Longhorn Beetle,"Dryobius sexnotatusÿLinsley, 1957",,,GNR,SU,,,Review List ,,,,,,,,,,,,,,
